"category","rank","brand","name","price","ingredients"
"에센스/세럼/앰플",498,"닥터자르트","닥터자르트 프리쥬비네이션 퍼밍 바쿠치올 세럼","59,200","정제수| 글리세린| 부틸렌글라이콜| 카프릴릭/카프릭트라이글리세라이드| 펜타에리스리틸테트라에틸헥사노에이트| 비스-베헤닐/아이소스테아릴/피토스테릴다이머다이리놀레일다이머다이리놀리에이트| 메틸프로판다이올| 다이카프릴릴에터| 폴리글리세릴-3메틸글루코오스다이스테아레이트| 세테아릴알코올| 1,2-헥산다이올| 피토스테릴/이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트| 페닐트라이메티콘| 판테놀| 펜틸렌글라이콜| 카프릴릴메티콘| 바쿠치올(1%)| 호호바에스터| 세테아릴올리베이트| 글리세릴카프릴레이트| 하이드롤라이즈드콜라겐| 아데노신| C12-16알코올| 세틸알코올| 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머| 보론나이트라이드| 소듐폴리아크릴로일다이메틸타우레이트| 글리세릴스테아레이트에스이| 팔미틱애씨드| 하이드로제네이티드레시틴| 카나우바왁스| 솔비탄올리베이트| 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머| 솔비탄아이소스테아레이트| 향료| 소듐파이테이트| 토코페롤| 페녹시에탄올| 소듐벤조에이트| 적색504호 (CI 14700)| 청색1호 (CI 42090)"
"에센스/세럼/앰플",499,"눅스","눅스 프로디쥬스 부스트 글로우 부스팅 세럼","59,000","오렌지수| 아스코빌글루코사이드| 멕시칸치아씨추출물| 정제수| 펜틸렌글라이콜| 글리세린| 소듐하이드록사이드| 소듐벤조에이트| 소듐하이알루로네이트| 레불리닉애씨드| 카라기난| 소듐글루코네이트| 잔탄검| 시트릭애씨드| 소듐레불리네이트| 락토바실러스발효물| 향료| 리날룰"
"에센스/세럼/앰플",500,"라로슈포제","라로슈포제 퓨어비타민C10 세럼","54,000","정제수 아스코빅애씨드(10%) 사이클로헥사실록세인 글리세린 변성알코올 포타슘하이드록사이드 폴리메틸실세스퀴옥세인 폴리실리콘-11 다이메티콘 프로필렌글라이콜 펜타에리스리틸테트라에틸헥사노에이트 C13-14아이소파라핀 피이지-20메틸글루코오스세스퀴스테아레이트 소듐하이알루로네이트 아데노신 폴록사머338 암모늄폴리아크릴로일다이메틸타우레이트 다이소듐이디티에이 하이드롤라이즈드하이알루로닉애씨드 카프릴릴글라이콜 라우레스-7 아세틸다이펩타이드-1세틸에스터 잔탄검 톨루엔설포닉애씨드 폴리아크릴아마이드 토코페롤 살리실릭애씨드 향료"
"에센스/세럼/앰플",501,"라네즈","라네즈 퍼펙트리뉴 쓰리엑스 세럼","52,000","정제수| 부틸렌글라이콜| 글리세린| 스쿠알란| 메도우폼씨오일,세테아릴알코올| 하이드로제네이티드올리브오일데실에스터| 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트| 다이메티콘,글리세릴스테아레이트시트레이트| 1,2-헥산다이올| 글리세릴스테아레이트| 펜타에리스리틸테트라에틸헥사노에이트| 피토스테릴/옥틸도데실라우로일글루타메이트| 폴리글리세릴-10스테아레이트,카나우바왁스| 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머| 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머| 향료| 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머| 트로메타민| 글리세릴카프릴레이트| 다이소듐이디티에이,에틸헥실글리세린| 아데노신| 솔비탄아이소스테아레이트| 카프릴릴글라이콜| 프로판다이올| 마데카소사이드| 덱스트린| 돌콩오일,잇꽃꽃추출물| 카카오추출물| 바이오플라보노이드| 아시아티코사이드| 마데카식애씨드| 아시아틱애씨드| 토코페롤| 레티놀| 세라마이드엔피| 비에이치티| 아세틸테트라펩타이드-2"
"에센스/세럼/앰플",502,"닥터자르트","닥터자르트 시카페어 인텐시브 수딩 리페어 세럼","49,000","정제수| 글리세린| 부틸렌글라이콜| 프로판다이올| 메틸글루세스-20| 에톡시다이글라이콜| 베타인| 알란토인| 옥틸도데칸올| 에틸헥실글리세린| 아시아티코사이드| 마데카식애씨드| 글라이코리피드| 아시아틱애씨드| 폴리글리세릴-4올리에이트| 병풀잎추출물| 소듐스테아로일글루타메이트| 팔미토일트라이펩타이드-8| 1,2-헥산다이올| 아이소펜틸다이올| 카보머| 잔탄검| 트로메타민| 폴리글리세릴-10라우레이트| 하이드로제네이티드레시틴| C12-13알케스-9| 소듐서팩틴| 덱스트란| 황색4호 (CI 19140)| 청색1호 (CI 42090)"
"에센스/세럼/앰플",503,"바이오힐보","바이오힐보 프로바이오덤 3D 리프팅 앰플","49,000","[앰플]락토바실러스발효용해물| 정제수| 아이소펜틸다이올| 글리세린| 카프릴릭/카프릭트라이글리세라이드| 폴리글리세린-3| 1,2-헥산다이올| 세틸에틸헥사노에이트| 락토바실러스발효물| 프룩토올리고사카라이드| 프룩탄| 이눌린| 판테놀| 베타인| 베타-글루칸| 아데노신| 사포닌| 수용성프로테오글리칸| 노나펩타이드-1| 아세틸테트라펩타이드-9| 아세틸테트라펩타이드-5| 아세틸헥사펩타이드-1| 아세틸헥사펩타이드-8| 팔미토일트라이펩타이드-8| 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트| 카퍼트라이펩타이드-1| 트라이펩타이드-1| 팔미토일테트라펩타이드-7| 팔미토일트라이펩타이드-1| 팔미토일트라이펩타이드-5| 팔미토일펜타펩타이드-4| 팔미토일헥사펩타이드-12| 펜타펩타이드-3| 헥사펩타이드-9| 올리고펩타이드-2| 글리세릴시트레이트/락테이트/리놀리에이트/올리에이트| 맥아추출물| 참마뿌리추출물| 오일팜오일| 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머| 폴리아크릴레이트크로스폴리머-6| 말토덱스트린| 에틸헥실글리세린| 프로판다이올| 글리세릴폴리메타크릴레이트| 소듐폴리아크릴레이트| 솔비탄아이소스테아레이트| 알진| 바이오사카라이드검-4| 사이아노코발아민| 세테아릴글루코사이드| 세테아릴알코올| 부틸렌글라이콜| 소듐스테아로일글루타메이트| 토코페롤| 잔탄검| 하이드롤라이즈드옥수수전분| 수크로오스| 소듐포스페이트| 카프릴릴글라이콜| 미네랄솔트| 덱스트란| 다이소듐포스페이트| 향료[마스크]정제수| 글리세린| 소듐폴리아크릴레이트| 솔비톨| 나이아신아마이드| 폴리아크릴릭애씨드| 아가| 잔탄검| 락토바실러스발효물| 프룩토올리고사카라이드| 프룩탄| 이눌린| 판테놀| 베타-글루칸| 베타인| 아데노신| 수용성프로테오글리칸| 소듐디엔에이| 카퍼트라이펩타이드-1| 아세틸헥사펩타이드-8| 팔미토일펜타펩타이드-4| 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트| 팔미토일트라이펩타이드-5| 아세틸트라이펩타이드-1| 팔미토일트라이펩타이드-1| 헥사펩타이드-9| 아세틸테트라펩타이드-5| 다이펩타이드-2| 아세틸옥타펩타이드-3| 아세틸테트라펩타이드-2| 아세틸테트라펩타이드-3| 다이펩타이드-4| 헥사펩타이드-2| 노나펩타이드-1| 올리고펩타이드-6| 펜타펩타이드-3| 트라이펩타이드-3| 트라이펩타이드-2| 다이프로필렌글라이콜| 하이드록시아세토페논| 노티드랙추출물| 카프릴릴글라이콜| 알루미늄글리시네이트| 타타릭애씨드| 분홍바늘꽃꽃/잎/줄기추출물| 셀룰로오스검| 부틸렌글라이콜| 카프릴릴/카프릴글루코사이드| 소듐파이테이트| 다이소듐이디티에이| 1,2-헥산다이올| 다이포타슘글리시리제이트| 에틸헥실글리세린"
"에센스/세럼/앰플",504,"VT","VT 피디알엔 에센스 100","45,000","정제수| 아이소프로필미리스테이트| 산양삼추출물| 카프릴릭/카프릭트라이글리세라이드| 세틸에틸헥사노에이트| 글리세린| 프로판다이올| 나이아신아마이드| 폴리글리세릴-2다이폴리하이드록시스테아레이트| 피이지-30다이폴리하이드록시스테아레이트| 폴리글리세릴-3다이아이소스테아레이트| 1,2-헥산다이올| 토코페롤| 하이드록시아세토페논| 해바라기씨오일| 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머| 알지닌| 아데노신| 세라마이드엔피| 바오밥나무씨오일| 다이소듐이디티에이| 하이드로제네이티드레시틴| 알란토인| 스쿠알란| 판테놀| 폴리글루쿠로닉애씨드| 세라마이드엔에스| 세라마이드에이에스| 세라마이드이오피| 세라마이드에이피| 소듐디엔에이"
"에센스/세럼/앰플",505,"VT","VT 리들샷 700 에센스","44,600","정제수| 글리세린| 프로판다이올| 메틸프로판다이올| 카프릴릭/카프릭트라이글리세라이드| 부틸렌글라이콜| 펜타에리스리틸테트라에틸헥사노에이트| 세틸에틸헥사노에이트| 글리세레스-26| 시어버터| 마카다미아씨오일| 나이아신아마이드| 실리카| 폴리글리세릴-3메틸글루코오스다이스테아레이트| 세테아릴알코올,스테아릭애씨드| 1,2-헥산다이올| C12-16알코올| 소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머| 폴리아이소부텐| 하이드로제네이티드레시틴,팔미틱애씨드| 알지닌| 세테아릴글루코사이드| 카보머| 에틸헥실글리세린| 카프릴릴글라이콜| 병풀추출물| 아데노신| 카프릴릴/카프릴글루코사이드| 솔비탄올리에이트| 토코페릴아세테이트| 다이소듐이디티에이| 소듐하이알루로네이트| 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머| 글루코오스| 프로폴리스추출물| 아시아티코사이드| 하이드롤라이즈드엘라스틴| 마데카소사이드| 마데카식애씨드| 아시아틱애씨드| 글라이신| 세린| 글루타믹애씨드| 아스파틱애씨드| 류신,알라닌| 라이신| 타이로신| 페닐알라닌| 트레오닌| 프롤린| 발린| 아이소류신| 세라마이드엔피| 히스티딘| 메티오닌| 시스테인| 글라이코스핑고리피드"
"에센스/세럼/앰플",506,"프리메라","프리메라 오가니언스 워터리 에센스","42,000","정제수| 프로판다이올| 부틸렌글라이콜| 글리세린,1,2-헥산다이올| 피피지-13-데실테트라데세스-24| 다이소듐이디티에이| 에틸헥실글리세린| 덱스트린| 카카오추출물| 에탄올| 하이알루로닉애씨드| 황금추출물| 약모밀추출물| 글루코노락톤| 사철쑥추출물| 토코페롤"
"에센스/세럼/앰플",507,"에스트라","에스트라 테라크네365 액티브 세럼","42,000","정제수| 부틸렌글라이콜| 글리세린| 변성알코올| 나이아신아마이드| 1,2-헥산다이올| 실리카| 다이에톡시에틸석시네이트| 해바라기씨오일| 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머| 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머| 트로메타민| 살리실릭애씨드| 잔탄검| 다이포타슘글리시리제이트| 글리세릴카프릴레이트| 락틱애씨드| 다이소듐이디티에이| 멘톡시프로판다이올| 에틸헥실글리세린| 솔비탄아이소스테아레이트| 화이트루핀씨추출물| 시트릭애씨드| 징크클로라이드| 징크피씨에이| 글라이콜릭애씨드| 아시아티코사이드| 초피나무열매오일| 마데카식애씨드| 아시아틱애씨드| 토코페롤"
"에센스/세럼/앰플",508,"바이오더마","바이오더마 하이드라비오 히알루","41,600","정제수| 부틸렌글라이콜| 글리세린| 프로판다이올| 펜틸렌글라이콜| 나이아신아마이드| 폴리솔베이트20| 잔탄검| 하이드롤라이즈드하이알루로닉애씨드| 프룩토올리고사카라이드| 소듐시트레이트| 시트릭애씨드| 카르노신| 아데노신| 향료| 사카라이드아이소머레이트| 소듐하이알루로네이트| 볼도잎추출물| 헥실데칸올| 1,2-헥산다이올| 카프릴릴글라이콜| 사과씨추출물| 유채스테롤| 토코페롤"
"에센스/세럼/앰플",509,"닥터지","닥터지 레드블레미쉬 클리어 수딩 액티브 에센스","40,000","약모밀추출물| 병풀추출물| 정제수| 프로판다이올| 다이프로필렌글라이콜| 글리세린| 케이프알로에잎추출물| 나이아신아마이드| 1,2-헥산다이올| 펜틸렌글라이콜| 엑토인| 알란토인| 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머| 마데카소사이드| 부틸렌글라이콜| 판테놀| 카프릴릴글라이콜| 트로메타민| 구주호랑가시나무잎추출물| 다이소듐이디티에이| 카프릴릭/카프릭트라이글리세라이드| 올리브오일| 시어버터| 하이드로제네이티드레시틴| 스쿠알란| 쇠비름추출물| 소나무잎추출물| 유자추출물| 베타-글루칸| 개똥쑥추출물| 씨홀리추출물| 서양톱풀꽃추출물| 에틸헥실글리세린| 콜레스테롤| 세라마이드엔피| 피토스핑고신| 아시아티코사이드| 아시아틱애씨드| 마데카식애씨드"
"에센스/세럼/앰플",510,"폴라초이스","폴라초이스 스킨 퍼펙팅 8% 아하 젤 각질제거제","39,520","정제수| 글라이콜릭애씨드| 소듐하이드록사이드| 마트리카리아꽃추출물| 알로에베라잎즙| 유차나무잎추출물| 소듐하이알루로네이트| 판테놀| 소듐피씨에이| 프로필렌글라이콜| 부틸렌글라이콜| 하이드록시에틸셀룰로오스| 폴리쿼터늄-10| 페녹시에탄올| 소듐벤조에이트"
"에센스/세럼/앰플",511,"차앤박","차앤박 더마앤서 SOS 수딩 토닉 BHA앰플","38,000","정제수| 변성알코올| 2,3-부탄다이올| 글리세린| 판테놀| 세린| 하이드록시프로필사이클로덱스트린| 다이프로필렌글라이콜| 1,2-헥산다이올| 카르니틴| 폴리글리세릴-10스테아레이트| 폴리글리세릴-10올리에이트| 살리실릭애씨드| 폴리아크릴레이트크로스폴리머-6| 잔탄검| 트로메타민| 알란토인| 다이포타슘글리시리제이트| 프로필렌글라이콜| 트라이소듐이디티에이| 로즈마리잎오일| 트록세루틴| 알지닌| 사이클로덱스트린| 클레리오일| 글루타믹애씨드| 베타-글루칸| 코코-카프릴레이트/카프레이트| 4-터피네올| 멕시칸주니퍼오일| 일본목련나무껍질추출물"
"에센스/세럼/앰플",512,"이니스프리","이니스프리 비타C 세럼  장원영 포토카드","38,000","정제수| 프로판다이올| 1,2-헥산다이올| 글리세린| 3-O-에틸아스코빅애씨드(20,000 ppm)| 부틸렌글라이콜| 락토바실러스발효용해물| 스쿠알란| 해바라기씨오일| 덱스트린| 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머| 카프릴릭/카프릭트라이글리세라이드| 트로메타민| 잔탄검| 글루코노락톤| 만다린껍질추출물| 판테놀| 나이아신아마이드| 알란토인| 당근추출물| 하이알루로닉애씨드| 펜틸렌글라이콜,소듐메타포스페이트| 실리카다이메틸실릴레이트| 사이클로덱스트린| 토코페롤| 에틸헥실글리세린| 마데카소사이드| 하이드로제네이티드폴리(C6-20올레핀)| 프로테아제(150 ppm)*| 아스코빌테트라이소팔미테이트(100 ppm)| 글루타티온| 서양톱풀추출물| 에이치디아이/트라이메틸올헥실락톤크로스폴리머| 베타-카로틴| 페룰릭애씨드"
"에센스/세럼/앰플",513,"이니스프리","이니스프리 비타C 그린티 엔자임 세럼","38,000","정제수| 프로판다이올| 1,2-헥산다이올| 글리세린| 3-O-에틸아스코빅애씨드(20,000 ppm)| 부틸렌글라이콜| 락토바실러스발효용해물| 스쿠알란| 해바라기씨오일| 덱스트린| 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머| 카프릴릭/카프릭트라이글리세라이드| 트로메타민| 잔탄검| 글루코노락톤| 만다린껍질추출물| 판테놀| 나이아신아마이드| 알란토인| 당근추출물| 하이알루로닉애씨드| 펜틸렌글라이콜,소듐메타포스페이트| 실리카다이메틸실릴레이트| 사이클로덱스트린| 토코페롤| 에틸헥실글리세린| 마데카소사이드| 하이드로제네이티드폴리(C6-20올레핀)| 프로테아제(150 ppm)*| 아스코빌테트라이소팔미테이트(100 ppm)| 글루타티온| 서양톱풀추출물| 에이치디아이/트라이메틸올헥실락톤크로스폴리머| 베타-카로틴| 페룰릭애씨드"
"에센스/세럼/앰플",514,"VT","VT 레티-에이 리들샷 100 에센스","36,900","정제수| 다이프로필렌글라이콜| 글리세린| 나이아신아마이드| 부틸렌글라이콜| 마카다미아씨오일| 다이메틸아이소소바이드| 1,2-헥산다이올| 에틸헥실팔미테이트| 소듐폴리아크릴레이트| 소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머| 글리세릴스테아레이트| 폴리글리세릴-6스테아레이트| 폴리아이소부텐| 실리카| 하이드록시피나콜론레티노에이트| 알란토인| 글리세레스-26| 에틸헥실글리세린| 카프릴릴글라이콜| 잔탄검| 다이포타슘글리시리제이트| 아데노신| 카프릴릴/카프릴글루코사이드| 솔비탄올리에이트| 폴리글리세릴-6베헤네이트| 소듐하이알루로네이트| 레시틴| 폴리솔베이트20| 병풀추출물| 레티놀| 바쿠치올| 해바라기씨오일| 베타-카로틴| 프로폴리스추출물| 감나무잎추출물| 포도추출물| 커피콩추출물| 잇꽃꽃추출물| 호장근뿌리추출물| 아시아티코사이드| 밤껍질추출물| 녹차추출물| 초피나무열매추출물| 마데카소사이드| 마데카식애씨드| 아시아틱애씨드"
"에센스/세럼/앰플",515,"허블룸","허블룸 콤부차 플랜트 바이옴 세럼","36,000","*효모/자일리눔/홍차발효물(70.52%)| *글리세린| 프로판다이올| *병풀추출물| 아이소아밀라우레이트| 펜틸렌글라이콜| *삼씨오일| 베타인| 부틸렌글라이콜| 하이드로제네이티드레시틴| 호호바씨오일| 세라마이드엔피| 글리세릴스테아레이트시트레이트| 아라키딜알코올| 피마자씨오일| 알파-비사보롤| 스쿠알란| 베헤닐알코올| 아라키딜글루코사이드| 카프릴릴글라이콜| 솔비탄올리베이트| 세틸팔미테이트| 카프릴하이드록사믹애씨드| 솔비탄팔미테이트| 스클레로튬검| 마데카소사이드| 소듐하이알루로네이트| 아데노신| 베르가모트오일| 티트리잎오일| 덱스트린| 아시아티코사이드| 포도껍질추출물| 잔탄검| 레몬추출물| 라벤더추출물| 락토바실러스발효용해여과물| 리모넨| 리날룰"
"에센스/세럼/앰플",516,"바이오더마","바이오더마 센시비오 디펜시브 세럼","36,000","정제수| 글리세린| 부틸렌글라이콜| C15-19알케인| 스쿠알란| 셀룰로오스| C20-22알킬포스페이트| C20-22알코올| 펜틸렌글라이콜| 1,2-헥산다이올| 카프릴릴글라이콜| 카르노신| 폴리아크릴레이트크로스폴리머-6| 말토덱스트린| 잔탄검| 만니톨| 자일리톨| 토코페롤| 단삼뿌리추출물| 람노오스| 바이오사카라이드검-1| 시트릭애씨드| 돌콩오일| 하이드롤라이즈드하이알루로닉애씨드| 소듐하이드록사이드| 팔미토일테트라펩타이드-10"
"에센스/세럼/앰플",517,"바이오힐보","바이오힐보 프로바이오덤 3D 리프팅 앰플","35,000","락토바실러스발효용해물| 정제수| 아이소펜틸다이올| 글리세린| 카프릴릭/카프릭트라이글리세라이드| 폴리글리세린-3| 1,2-헥산다이올| 세틸에틸헥사노에이트| 락토바실러스발효물| 프룩토올리고사카라이드| 프룩탄| 이눌린| 판테놀| 베타인| 베타-글루칸| 아데노신| 사포닌| 수용성프로테오글리칸| 노나펩타이드-1| 아세틸테트라펩타이드-9| 아세틸테트라펩타이드-5| 아세틸헥사펩타이드-1| 아세틸헥사펩타이드-8| 팔미토일트라이펩타이드-8| 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트| 카퍼트라이펩타이드-1| 트라이펩타이드-1| 팔미토일테트라펩타이드-7| 팔미토일트라이펩타이드-1| 팔미토일트라이펩타이드-5| 팔미토일펜타펩타이드-4| 팔미토일헥사펩타이드-12| 펜타펩타이드-3| 헥사펩타이드-9| 올리고펩타이드-2| 글리세릴시트레이트/락테이트/리놀리에이트/올리에이트| 맥아추출물| 참마뿌리추출물| 오일팜오일| 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머| 폴리아크릴레이트크로스폴리머-6| 말토덱스트린| 에틸헥실글리세린| 프로판다이올| 글리세릴폴리메타크릴레이트| 소듐폴리아크릴레이트| 솔비탄아이소스테아레이트| 알진| 바이오사카라이드검-4| 사이아노코발아민| 세테아릴글루코사이드| 세테아릴알코올| 부틸렌글라이콜| 소듐스테아로일글루타메이트| 토코페롤| 잔탄검| 하이드롤라이즈드옥수수전분| 수크로오스| 소듐포스페이트| 카프릴릴글라이콜| 미네랄솔트| 덱스트란| 다이소듐포스페이트| 향료"
"에센스/세럼/앰플",518,"빌리프","빌리프 슈퍼드랍스 비타C토닝 세럼","33,900","[본품 비타C 토닝 세럼] 정제수| 부틸렌글라이콜| 나이아신아마이드| 프로판다이올| 2,3-부탄다이올| 1,2-헥산다이올| 글리세린| 아이소펜틸다이올| 판테놀| 레몬밤꽃/잎/줄기수*| 로즈마리잎수*| 타임잎추출물*| 유칼립투스잎추출물*| 폴스애플민트잎추출물*| 로즈힙열매추출물*| 베타인| 아스코빅애씨드| 글루타티온| 폴리글리세릴-10스테아레이트| 폴리글리세릴-10올리에이트| 효모발효여과물| 겨우살이추출물| 락토바실러스/콩발효추출물| 알란토인| 트레할로오스| 띠뿌리추출물| 암모늄폴리아크릴로일다이메틸타우레이트| 잔탄검| 카보머| 소듐글루코네이트| 피브이엠/엠에이코폴리머| 소듐시트레이트| 소듐하이알루로네이트| 트로메타민| 시트릭애씨드| 하이드롤라이즈드옥수수전분| 수크로오스| 락틱애씨드| 오렌지껍질오일+| 라임전초오일+| 센티드제라늄꽃오일+| 로즈마리잎오일+| 리모넨| 시트로넬올| 제라니올| 시트랄| 리날룰*표시: belif original formula / +표시: 식물 유래 향[증정 멀티 비타민 마스크]정제수| 글리세린| 해바라기씨오일| 다이카프릴릴카보네이트| 글리세릴스테아레이트| 1,2-헥산다이올| 세틸알코올| 베타인| 판테놀| 폴리글리세릴-3메틸글루코오스다이스테아레이트| 세테아릴올리베이트| 글리세릴스테아레이트시트레이트| 스테아릭애씨드| 부틸렌글라이콜| 마카다미아씨오일폴리글리세릴-6에스터스베헤네이트| 솔비탄올리베이트| 락토바실러스/콩발효추출물| 효모/감자추출물발효여과물| 효모/보리씨발효여과물| 트로메타민| 나이아신아마이드(100 ppm)| 토코페롤(84.75 ppm)| 귀리커넬추출물*| 포트마리골드꽃추출물*| 개박하추출물*| 라즈베리잎추출물*| 와일드인디고뿌리추출물*| 별꽃추출물| 레이디스맨틀잎추출물+| 마시멜로뿌리추출물+| 다마스크장미꽃추출물+| 메도우스위트꽃추출물+| 삼색제비꽃추출물+| 아스코빅애씨드(1 ppm)| 사이아노코발아민(1 ppm)| 카보머| 말토덱스트린| 돌콩오일| 소듐시트레이트| 오일팜오일| 시트릭애씨드| 트라이소듐이디티에이| 잔탄검| 라임전초오일**| 센티드제라늄꽃오일**| 로즈마리잎오일**| 오렌지껍질오일**| 리모넨| 시트로넬올| 제라니올| 시트랄| 리날룰*표시: Napiers original formula / +표시: Napiers moisture formula / **표시: 식물 유래 향"
"에센스/세럼/앰플",519,"닥터자르트","닥터자르트 포어레미디 파하 익스폴리에이팅 세럼","32,900","정제수| 퀸즈랜드넛오일*| 글루코노락톤 (7%)| 프로판다이올| 변성알코올| 판테놀| 1,2-헥산다이올| 트로메타민| 부틸렌글라이콜| 에틸헥실글리세린| 아데노신| 판토락톤| 스피어민트잎오일| 유칼립투스잎오일| 페퍼민트오일글라이코프로테인| 다이소듐이디티에이"
"에센스/세럼/앰플",520,"메디힐","메디힐 티트리 진정 수분 앰플","32,000","티트리잎수(874,835 ppm)| 글리세린| 부틸렌글라이콜| 1,2-헥산다이올| 프로판다이올| 메틸프로판다이올| 인도멀구슬나무잎추출물| 인도멀구슬나무꽃추출물| 카카오씨추출물| 티트리잎오일(10 ppm)| 티트리잎추출물(0.1 ppm)| 티트리추출물(0.1 ppm)| 하이드로제네이티드레시틴| 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머| 다이에톡시에틸석시네이트| 에틸헥실글리세린| 다이소듐이디티에이| 트로메타민| 정제수| 덱스트린| 4-터피네올| 토코페롤| 락토바실러스발효물"
"에센스/세럼/앰플",521,"아비브","아비브 글루타치온좀 잡티 세럼 비타 드롭","32,000","정제수| 부틸렌글라이콜| 나이아신아마이드| 1,2-헥산다이올| 옥수수전분| 아이리쉬모스추출물| 클로렐라 불가리스추출물| 사탕수수추출물| 병풀잎추출물| 키토산| 사과세포배양추출물| 폴리아크릴레이트크로스폴리머-6| 베타인| 글루코오스| 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머| 트로메타민| 아세틸글루코사민| 프룩토올리고사카라이드| 프룩토오스| 글리세린| 펜틸렌글라이콜| 에틸헥실글리세린*| 알란토인| 다이프로필렌글라이콜| 아데노신| 글루타티온| 마데카소사이드| 하이드록시프로필메틸셀룰로오스| 하이드로제네이티드레시틴| 베타-글루칸| 콜레스테롤| 아시아티코사이드| 아스코빅애씨드| 3-O-에틸아스코빅애씨드| 아스코빌글루코사이드| 세라마이드엔피| 토코페롤| 페룰릭애씨드| 락틱애씨드| 다이소듐이디티에이| 카보머| 적색산화철"
"에센스/세럼/앰플",522,"더랩바이블랑두","더랩바이블랑두 올리고 히알루론산 부스팅 앰플","31,500","정제수| 부틸렌글라이콜| 글리세린| 1,2-헥산다이올| 펜틸렌글라이콜| 글리세릴글루코사이드| 하이드록시에틸셀룰로오스| 소듐하이알루로네이트(10,000 ppm)| 자일리틸글루코사이드| 꽃송이버섯추출물| 백설차잎추출물| 자일리톨| 글리세레스-26| 트로메타민| 에틸헥실글리세린| 안하이드로자일리톨| 알란토인| 글루코오스| 토코페롤| 카보머| 소듐클로라이드"
"에센스/세럼/앰플",523,"퍼셀","퍼셀 247 초유 포어 디펜스 앰플","31,000","정제수| 프로판다이올| 비피다발효용해물(3.6%)| 락토바실러스발효용해물(3.6%)| 다이프로필렌글라이콜| 펜틸렌글라이콜| 부틸렌글라이콜| 락토코쿠스발효용해물| 피키아발효용해여과물| 효모발효용해여과물| 1,2-헥산다이올| 초유(7,500ppm)| 클로렐라 불가리스추출물| 자일리톨| 백미꽃추출물| 접시꽃추출물| 하이알루로닉애씨드| 우유지질| 베타인| 판테놀| 글루코오스| 글리세린| 프룩토올리고사카라이드| 프룩토오스| 에틸헥실글리세린| 다이페닐다이메티콘| 아데노신| 트라이에틸헥사노인| 소듐시트레이트| 소듐파이테이트| 시트릭애씨드| 하이드로제네이티드레시틴| 베타-글루칸| 토코페롤,마그네슘클로라이드| 테트라데실아미노부티로일발릴아미노부티릭우레아트라이플루오로아세테이트"
"에센스/세럼/앰플",524,"넘버즈인","넘버즈인 3번 보들보들 결 세럼","30,000","비피다발효용해물| 갈락토미세스발효여과물| 부틸렌글라이콜| 메틸글루세스-20| 정제수| 나이아신아마이드| 피이지-90| 1| 2-헥산다이올| 글리세린| 스쿠알란| 알테로모나스발효추출물| 실크추출물| 염소유추출물| 소듐하이알루로네이트| 판테놀| 아데노신| 글리세레스-26| 잔탄검| 폴리글리세릴-3다이스테아레이트| 글리세릴스테아레이트에스이| 글리세릴스테아레이트시트레이트| 폴리글리세릴-3메틸글루코오스다이스테아레이트| 카보머| 트로메타민| 에틸헥실글리세린| 카프릴릴글라이콜| 트로폴론| 다이소듐이디티에이"
"에센스/세럼/앰플",525,"제로이드","제로이드 인텐시브 하이드레이팅 앰플","30,000","정제수| 부틸렌글라이콜| 1,2-헥산다이올| 사카라이드아이소머레이트| 소듐하이알루로네이트| 시트릭애씨드| 소듐시트레이트"
